cell,setup,n_cell,n_ctl,dates_cell,dates_ctl,top_date_share_cell,top_date_share_ctl
sig_lead_in_lag+sig_h1_dr,Washout,574,13509,240,1179,0.04006968641114982,0.019986675549633577
sig_lead_in_lag+sig_h1_dr,Z-Absorb-Turn,1,32,1,30,1.0,0.0625
sig_lead_in_lag+sig_h1_dr,Z11-T11,16,319,11,159,0.375,0.08150470219435736
sig_lead_in_lag+sig_h1_dr,ZRT,56,2113,44,646,0.08928571428571429,0.025082820634169428
sig_lead_in_lag+sig_h1_dr,ZRT🟢,2,10,2,9,0.5,0.2
sig_lead_in_lag+sig_h1_dr,Zone-Retest,3898,60882,789,1284,0.013853258081067214,0.008344009723727867
sig_lead_in_lag+sig_h1_dr,coil_floor,82,311,65,167,0.04878048780487805,0.05466237942122187
sig_lead_in_lag+sig_h1_dr,engulf_absorb_rev,1,2,1,2,1.0,0.5
sig_lead_in_lag+sig_h1_dr,ppr×NS,76,1629,64,614,0.05263157894736842,0.020257826887661142
sig_lead_in_lag+sig_h1_dr,🌀Engulf-AbsRev,152,1788,111,655,0.05263157894736842,0.013982102908277404
sig_lead_in_lag+sig_h1_dr,🌉Z1G→T4,1,74,1,36,1.0,0.2702702702702703
sig_lead_in_lag+sig_h1_dr,🎬StopVol-Confirm,165,1048,122,524,0.03636363636363636,0.01431297709923664
sig_lead_in_lag+sig_h1_dr,🎯Cluster,40,579,35,319,0.075,0.025906735751295335
sig_lead_in_lag+sig_h1_dr,🎯Confluence≥3,53,1586,43,630,0.07547169811320754,0.0308953341740227
sig_lead_in_lag+sig_h1_dr,🎯Confluence≥4,7,162,7,124,0.14285714285714285,0.09259259259259259
sig_lead_in_lag+sig_h1_dr,🎯T1-RS-Dip,160,545,116,267,0.0375,0.031192660550458717
sig_lead_in_lag+sig_h1_dr,🎯T3-RS-Dip,364,1005,209,416,0.06593406593406594,0.023880597014925373
sig_lead_in_lag+sig_h1_dr,👑Z1G-CROWN,16,380,6,147,0.625,0.4
sig_lead_in_lag+sig_h1_dr,📐RSI-Div,9,875,9,355,0.1111111111111111,0.037714285714285714
sig_lead_in_lag+sig_h1_dr,🔄DualReclaim,224,586,137,246,0.03125,0.02901023890784983
sig_lead_in_lag+sig_h1_dr,🔄DualReclaim deep,45,86,37,66,0.1111111111111111,0.05813953488372093
sig_lead_in_lag+sig_h1_dr,🧊Coil-Floor,1209,4009,508,806,0.013234077750206782,0.017460713394861563
sig_lead_in_lag+sig_h1_dr,🧺SEQ-20,4,267,4,172,0.25,0.04119850187265917
sig_lead_in_lag+sig_h1_dr,🪨T1G-NB,10,248,10,189,0.1,0.024193548387096774
sig_lead_in_lag+sig_macro_vix_up,Atomic,548,21727,101,1212,0.06751824817518248,0.013623601969899203
sig_lead_in_lag+sig_macro_vix_up,Atomic-R,2,148,2,84,0.5,0.08108108108108109
sig_lead_in_lag+sig_macro_vix_up,D+L1,62,2958,35,804,0.16129032258064516,0.018931710615280595
sig_lead_in_lag+sig_macro_vix_up,Engulf-Abs,12,598,10,263,0.16666666666666666,0.18227424749163879
sig_lead_in_lag+sig_macro_vix_up,FailedBear-Turn,4,175,3,131,0.5,0.045714285714285714
sig_lead_in_lag+sig_macro_vix_up,G3+RL,17,797,8,263,0.35294117647058826,0.06148055207026349
sig_lead_in_lag+sig_macro_vix_up,G3-Abs,2,199,2,130,0.5,0.05527638190954774
sig_lead_in_lag+sig_macro_vix_up,G3-gap,171,6949,51,1012,0.07017543859649122,0.029500647575190674
sig_lead_in_lag+sig_macro_vix_up,G3→G3,81,5246,40,992,0.2222222222222222,0.0335493709492947
sig_lead_in_lag+sig_macro_vix_up,G3→G3→RL,9,386,6,128,0.3333333333333333,0.31865284974093266
sig_lead_in_lag+sig_macro_vix_up,G3→L46 🕐,152,10500,76,1152,0.07236842105263158,0.026
sig_lead_in_lag+sig_macro_vix_up,HighBase-15mDip,304,6775,91,1055,0.1118421052631579,0.00974169741697417
sig_lead_in_lag+sig_macro_vix_up,L34camp→REV,3,216,2,163,0.6666666666666666,0.027777777777777776
sig_lead_in_lag+sig_macro_vix_up,L43-TRIPLE,22,912,8,310,0.5454545454545454,0.06578947368421052
sig_lead_in_lag+sig_macro_vix_up,NS→SC,3,316,3,181,0.3333333333333333,0.07278481012658228
sig_lead_in_lag+sig_macro_vix_up,P55,259,16297,106,1262,0.03861003861003861,0.006381542615205253
sig_lead_in_lag+sig_macro_vix_up,Parabola,985,48317,155,1279,0.04060913705583756,0.004532566177535857
sig_lead_in_lag+sig_macro_vix_up,QZ-Capit,184,6573,80,1105,0.08695652173913043,0.014300928038947208
sig_lead_in_lag+sig_macro_vix_up,QZ-Capit-Rev,690,35593,142,1257,0.0463768115942029,0.010957210687494731
sig_lead_in_lag+sig_macro_vix_up,RTB-Base,315,19541,101,1251,0.06984126984126984,0.008239087047745765
sig_lead_in_lag+sig_macro_vix_up,Spring,22,1255,12,600,0.3181818181818182,0.01195219123505976
sig_lead_in_lag+sig_macro_vix_up,T1-CapBounce,4,141,4,116,0.25,0.028368794326241134
sig_lead_in_lag+sig_macro_vix_up,Washout,213,13870,72,1183,0.06103286384976526,0.02054794520547945
sig_lead_in_lag+sig_macro_vix_up,Z-Absorb-Turn,2,31,2,29,0.5,0.06451612903225806
sig_lead_in_lag+sig_macro_vix_up,Z11-T11,11,324,5,161,0.5454545454545454,0.08024691358024691
sig_lead_in_lag+sig_macro_vix_up,ZRT,38,2131,26,647,0.13157894736842105,0.02721726888784608
sig_lead_in_lag+sig_macro_vix_up,Zone-Retest,1731,63049,171,1284,0.05025996533795494,0.008675791844438452
sig_lead_in_lag+sig_macro_vix_up,coil_floor,51,342,27,184,0.11764705882352941,0.05847953216374269
sig_lead_in_lag+sig_macro_vix_up,engulf_absorb_rev,1,2,1,2,1.0,0.5
sig_lead_in_lag+sig_macro_vix_up,ppr×NS,29,1676,22,616,0.10344827586206896,0.02028639618138425
sig_lead_in_lag+sig_macro_vix_up,🌀Engulf-AbsRev,127,1813,69,657,0.05511811023622047,0.014340871483728626
sig_lead_in_lag+sig_macro_vix_up,🎬StopVol-Confirm,59,1154,38,545,0.06779661016949153,0.01386481802426343
sig_lead_in_lag+sig_macro_vix_up,🎯Cluster,25,594,21,322,0.08,0.026936026936026935
sig_lead_in_lag+sig_macro_vix_up,🎯Confluence≥3,31,1608,20,638,0.25806451612903225,0.030472636815920398
sig_lead_in_lag+sig_macro_vix_up,🎯Confluence≥4,2,167,2,126,0.5,0.08982035928143713
sig_lead_in_lag+sig_macro_vix_up,🎯T1-RS-Dip,55,650,34,318,0.10909090909090909,0.027692307692307693
sig_lead_in_lag+sig_macro_vix_up,🎯T3-RS-Dip,164,1205,72,470,0.15853658536585366,0.018257261410788383
sig_lead_in_lag+sig_macro_vix_up,🏆L34→L34,4,222,4,165,0.25,0.02252252252252252
sig_lead_in_lag+sig_macro_vix_up,👑Z1G-CROWN,3,393,3,148,0.3333333333333333,0.4122137404580153
sig_lead_in_lag+sig_macro_vix_up,📐RSI-Div,31,853,22,343,0.16129032258064516,0.03985932004689332
sig_lead_in_lag+sig_macro_vix_up,🔄DualReclaim,117,693,55,295,0.1111111111111111,0.02886002886002886
sig_lead_in_lag+sig_macro_vix_up,🔄DualReclaim deep,18,113,16,80,0.1111111111111111,0.05309734513274336
sig_lead_in_lag+sig_macro_vix_up,🥪T2G-Sandwich,2,166,2,122,0.5,0.04216867469879518
sig_lead_in_lag+sig_macro_vix_up,🧊Coil-Floor,496,4722,129,863,0.06048387096774194,0.015671325709445152
sig_lead_in_lag+sig_macro_vix_up,🧲Z9-HL,4,146,4,57,0.25,0.3972602739726027
sig_lead_in_lag+sig_macro_vix_up,🧺SEQ-20,8,263,8,168,0.125,0.04182509505703422
sig_lead_in_lag+sig_macro_vix_up,🪨T1G-NB,14,244,12,185,0.21428571428571427,0.02459016393442623
sig_h1_dr+sig_macro_vix_up,Atomic,872,21403,105,1211,0.058486238532110095,0.013829836938746905
sig_h1_dr+sig_macro_vix_up,Atomic-R,10,140,9,80,0.2,0.08571428571428572
sig_h1_dr+sig_macro_vix_up,D+L1,115,2905,46,801,0.14782608695652175,0.01927710843373494
sig_h1_dr+sig_macro_vix_up,Engulf-Abs,22,588,17,260,0.13636363636363635,0.18537414965986396
sig_h1_dr+sig_macro_vix_up,FailedBear-Turn,9,170,8,128,0.2222222222222222,0.047058823529411764
sig_h1_dr+sig_macro_vix_up,G3+RL,33,781,20,255,0.15151515151515152,0.06274007682458387
sig_h1_dr+sig_macro_vix_up,G3-Abs,6,195,5,127,0.3333333333333333,0.05641025641025641
sig_h1_dr+sig_macro_vix_up,G3-gap,380,6740,68,1014,0.21578947368421053,0.025816023738872405
sig_h1_dr+sig_macro_vix_up,G3→G3,170,5157,58,991,0.38823529411764707,0.034128369206903236
sig_h1_dr+sig_macro_vix_up,G3→G3→RL,19,376,11,127,0.21052631578947367,0.3271276595744681
sig_h1_dr+sig_macro_vix_up,G3→L46 🕐,281,10371,78,1152,0.11387900355871886,0.02632340179346254
sig_h1_dr+sig_macro_vix_up,HighBase-15mDip,716,6363,125,1045,0.06005586592178771,0.010372465818010372
sig_h1_dr+sig_macro_vix_up,L34camp→REV,4,215,3,163,0.5,0.027906976744186046
sig_h1_dr+sig_macro_vix_up,L43-TRIPLE,25,909,8,309,0.48,0.066006600660066
sig_h1_dr+sig_macro_vix_up,P55,346,16210,109,1260,0.07514450867052024,0.0064157927205428745
sig_h1_dr+sig_macro_vix_up,Parabola,1052,48250,161,1276,0.034220532319391636,0.004538860103626943
sig_h1_dr+sig_macro_vix_up,QZ-Capit,294,6463,104,1106,0.04081632653061224,0.014544329258858115
sig_h1_dr+sig_macro_vix_up,QZ-Capit-Rev,989,35294,157,1257,0.04044489383215369,0.011050036833456112
sig_h1_dr+sig_macro_vix_up,RTB-Base,474,19382,105,1251,0.08227848101265822,0.008306676297595707
sig_h1_dr+sig_macro_vix_up,Spring,24,1253,15,599,0.20833333333333334,0.011971268954509178
sig_h1_dr+sig_macro_vix_up,T1-CapBounce,6,139,6,114,0.16666666666666666,0.02877697841726619
sig_h1_dr+sig_macro_vix_up,Washout,430,13653,92,1182,0.06744186046511629,0.020874533069655022
sig_h1_dr+sig_macro_vix_up,Z-Absorb-Turn,1,32,1,30,1.0,0.0625
sig_h1_dr+sig_macro_vix_up,Z11-T11,15,320,6,160,0.5333333333333333,0.08125
sig_h1_dr+sig_macro_vix_up,ZRT,21,2148,17,649,0.09523809523809523,0.027001862197392923
sig_h1_dr+sig_macro_vix_up,Zone-Retest,2928,61852,183,1284,0.040983606557377046,0.008843691392355947
sig_h1_dr+sig_macro_vix_up,coil_floor,65,328,34,179,0.09230769230769231,0.06097560975609756
sig_h1_dr+sig_macro_vix_up,engulf_absorb_rev,1,2,1,2,1.0,0.5
sig_h1_dr+sig_macro_vix_up,ppr×NS,42,1663,25,618,0.11904761904761904,0.020444978953698137
sig_h1_dr+sig_macro_vix_up,🌀Engulf-AbsRev,136,1804,65,657,0.0661764705882353,0.014412416851441241
sig_h1_dr+sig_macro_vix_up,🌉Z1G→T4,1,74,1,35,1.0,0.2702702702702703
sig_h1_dr+sig_macro_vix_up,🎬StopVol-Confirm,105,1108,59,533,0.08571428571428572,0.01444043321299639
sig_h1_dr+sig_macro_vix_up,🎯Cluster,29,590,20,322,0.27586206896551724,0.02711864406779661
sig_h1_dr+sig_macro_vix_up,🎯Confluence≥3,22,1617,18,638,0.18181818181818182,0.030303030303030304
sig_h1_dr+sig_macro_vix_up,🎯Confluence≥4,2,167,2,126,0.5,0.08982035928143713
sig_h1_dr+sig_macro_vix_up,🎯T1-RS-Dip,97,608,42,306,0.17525773195876287,0.029605263157894735
sig_h1_dr+sig_macro_vix_up,🎯T3-RS-Dip,316,1053,90,448,0.09177215189873418,0.018043684710351376
sig_h1_dr+sig_macro_vix_up,🏆L34→L34,1,225,1,168,1.0,0.022222222222222223
sig_h1_dr+sig_macro_vix_up,👑Z1G-CROWN,7,389,5,149,0.2857142857142857,0.41645244215938304
sig_h1_dr+sig_macro_vix_up,📐RSI-Div,3,881,3,356,0.3333333333333333,0.03859250851305335
sig_h1_dr+sig_macro_vix_up,🔄DualReclaim,175,635,65,282,0.06857142857142857,0.031496062992125984
sig_h1_dr+sig_macro_vix_up,🔄DualReclaim deep,33,98,24,70,0.15151515151515152,0.061224489795918366
sig_h1_dr+sig_macro_vix_up,🥪T2G-Sandwich,1,167,1,123,1.0,0.041916167664670656
sig_h1_dr+sig_macro_vix_up,🧊Coil-Floor,660,4558,136,865,0.03484848484848485,0.016235190873189996
sig_h1_dr+sig_macro_vix_up,🧺SEQ-20,2,269,2,173,0.5,0.040892193308550186
sig_h1_dr+sig_macro_vix_up,🪨T1G-NB,12,246,10,188,0.25,0.024390243902439025
sig_rs_intact+sig_conso+sig_lead_in_lag,Atomic,1925,20350,507,1207,0.019740259740259742,0.013857493857493857
sig_rs_intact+sig_conso+sig_lead_in_lag,Atomic-R,13,137,10,80,0.23076923076923078,0.072992700729927
sig_rs_intact+sig_conso+sig_lead_in_lag,D+L1,335,2685,209,774,0.029850746268656716,0.02011173184357542
sig_rs_intact+sig_conso+sig_lead_in_lag,Engulf-Abs,24,586,24,254,0.041666666666666664,0.18600682593856654
sig_rs_intact+sig_conso+sig_lead_in_lag,FailedBear-Turn,16,163,16,121,0.0625,0.049079754601226995
sig_rs_intact+sig_conso+sig_lead_in_lag,G3+RL,57,757,39,250,0.08771929824561403,0.06472919418758256
sig_rs_intact+sig_conso+sig_lead_in_lag,G3-Abs,14,187,13,122,0.14285714285714285,0.058823529411764705
sig_rs_intact+sig_conso+sig_lead_in_lag,G3-gap,510,6610,188,1005,0.07647058823529412,0.031013615733736764
sig_rs_intact+sig_conso+sig_lead_in_lag,G3→G3,396,4931,205,974,0.08838383838383838,0.03467856418576354
sig_rs_intact+sig_conso+sig_lead_in_lag,G3→G3→RL,23,372,16,125,0.13043478260869565,0.32526881720430106
sig_rs_intact+sig_conso+sig_lead_in_lag,G3→L46 🕐,836,9816,364,1143,0.039473684210526314,0.02689486552567237
sig_rs_intact+sig_conso+sig_lead_in_lag,HighBase-15mDip,1292,5787,514,1018,0.02476780185758514,0.010195265249697598
sig_rs_intact+sig_conso+sig_lead_in_lag,L34camp→REV,10,209,9,157,0.2,0.028708133971291867
sig_rs_intact+sig_conso+sig_lead_in_lag,L43-TRIPLE,55,879,32,305,0.2,0.0671217292377702
sig_rs_intact+sig_conso+sig_lead_in_lag,ND→SC→L46 🕐,1,147,1,82,1.0,0.1564625850340136
sig_rs_intact+sig_conso+sig_lead_in_lag,NS→SC,15,304,13,177,0.2,0.0756578947368421
sig_rs_intact+sig_conso+sig_lead_in_lag,P55,1564,14992,604,1255,0.017263427109974423,0.006937033084311633
sig_rs_intact+sig_conso+sig_lead_in_lag,Parabola,5921,43381,978,1279,0.011315656139165681,0.004010972545584472
sig_rs_intact+sig_conso+sig_lead_in_lag,QZ-Capit,518,6239,310,1088,0.015444015444015444,0.015066517070043276
sig_rs_intact+sig_conso+sig_lead_in_lag,QZ-Capit-Rev,2787,33496,705,1256,0.010764262648008612,0.011255075232863626
sig_rs_intact+sig_conso+sig_lead_in_lag,RTB-Base,1100,18756,412,1250,0.028181818181818183,0.008583919812326722
sig_rs_intact+sig_conso+sig_lead_in_lag,Spring,46,1231,40,588,0.06521739130434782,0.012185215272136474
sig_rs_intact+sig_conso+sig_lead_in_lag,T1-CapBounce,10,135,10,112,0.1,0.02962962962962963
sig_rs_intact+sig_conso+sig_lead_in_lag,Washout,394,13689,196,1180,0.05583756345177665,0.019358609102198845
sig_rs_intact+sig_conso+sig_lead_in_lag,Z-Absorb-Turn,7,26,7,24,0.14285714285714285,0.07692307692307693
sig_rs_intact+sig_conso+sig_lead_in_lag,Z11-T11,20,315,14,157,0.3,0.08253968253968254
sig_rs_intact+sig_conso+sig_lead_in_lag,ZRT,195,1974,128,633,0.05128205128205128,0.025329280648429583
sig_rs_intact+sig_conso+sig_lead_in_lag,ZRT🟢,3,9,3,8,0.3333333333333333,0.2222222222222222
sig_rs_intact+sig_conso+sig_lead_in_lag,Zone-Retest,5374,59406,904,1284,0.010978786751023446,0.008955324378008955
sig_rs_intact+sig_conso+sig_lead_in_lag,coil_floor,82,311,60,169,0.04878048780487805,0.06109324758842444
sig_rs_intact+sig_conso+sig_lead_in_lag,engulf_absorb_rev,2,1,2,1,0.5,1.0
sig_rs_intact+sig_conso+sig_lead_in_lag,ppr×NS,168,1537,124,597,0.041666666666666664,0.02147039687703318
sig_rs_intact+sig_conso+sig_lead_in_lag,🌀Engulf-AbsRev,648,1292,352,559,0.023148148148148147,0.016253869969040248
sig_rs_intact+sig_conso+sig_lead_in_lag,🌉Z1G→T4,7,68,7,31,0.14285714285714285,0.29411764705882354
sig_rs_intact+sig_conso+sig_lead_in_lag,🎬StopVol-Confirm,276,937,189,497,0.021739130434782608,0.016008537886873
sig_rs_intact+sig_conso+sig_lead_in_lag,🎯Cluster,71,548,61,304,0.04225352112676056,0.02737226277372263
sig_rs_intact+sig_conso+sig_lead_in_lag,🎯Confluence≥3,95,1544,73,627,0.07368421052631578,0.03173575129533679
sig_rs_intact+sig_conso+sig_lead_in_lag,🎯Confluence≥4,10,159,10,121,0.1,0.09433962264150944
sig_rs_intact+sig_conso+sig_lead_in_lag,🎯T1-RS-Dip,175,530,129,261,0.03428571428571429,0.03207547169811321
sig_rs_intact+sig_conso+sig_lead_in_lag,🎯T3-RS-Dip,425,944,253,374,0.04470588235294118,0.02754237288135593
sig_rs_intact+sig_conso+sig_lead_in_lag,🏆L34→L34,20,206,18,156,0.1,0.024271844660194174
sig_rs_intact+sig_conso+sig_lead_in_lag,👑Z1G-CROWN,8,388,8,145,0.125,0.41494845360824745
sig_rs_intact+sig_conso+sig_lead_in_lag,📐RSI-Div,274,610,173,264,0.06204379562043796,0.03934426229508197
sig_rs_intact+sig_conso+sig_lead_in_lag,🔄DualReclaim,167,643,110,273,0.041916167664670656,0.027993779160186624
sig_rs_intact+sig_conso+sig_lead_in_lag,🔄DualReclaim deep,25,106,23,73,0.08,0.05660377358490566
sig_rs_intact+sig_conso+sig_lead_in_lag,🥪T2G-Sandwich,13,155,12,115,0.15384615384615385,0.04516129032258064
sig_rs_intact+sig_conso+sig_lead_in_lag,🧊Coil-Floor,1986,3232,660,699,0.01812688821752266,0.017326732673267328
sig_rs_intact+sig_conso+sig_lead_in_lag,🧲Z9-HL,7,143,7,56,0.14285714285714285,0.40559440559440557
sig_rs_intact+sig_conso+sig_lead_in_lag,🧺SEQ-20,21,250,18,165,0.14285714285714285,0.044
sig_rs_intact+sig_conso+sig_lead_in_lag,🪨T1G-NB,65,193,58,150,0.03076923076923077,0.031088082901554404
sig_rs_intact+sig_conso+sig_h1_dr,Atomic,2151,20124,508,1201,0.0199907019990702,0.01366527529318227
sig_rs_intact+sig_conso+sig_h1_dr,Atomic-R,23,127,18,74,0.21739130434782608,0.05511811023622047
sig_rs_intact+sig_conso+sig_h1_dr,D+L1,307,2713,187,780,0.05537459283387622,0.020641356431994103
sig_rs_intact+sig_conso+sig_h1_dr,Engulf-Abs,32,578,29,253,0.0625,0.185121107266436
sig_rs_intact+sig_conso+sig_h1_dr,FailedBear-Turn,24,155,24,117,0.041666666666666664,0.05161290322580645
sig_rs_intact+sig_conso+sig_h1_dr,G3+RL,94,720,59,242,0.06382978723404255,0.06805555555555555
sig_rs_intact+sig_conso+sig_h1_dr,G3-Abs,16,185,9,127,0.375,0.03783783783783784
sig_rs_intact+sig_conso+sig_h1_dr,G3-gap,911,6209,235,1001,0.0889132821075741,0.024158479626348848
sig_rs_intact+sig_conso+sig_h1_dr,G3→G3,482,4845,187,977,0.11618257261410789,0.031166150670794635
sig_rs_intact+sig_conso+sig_h1_dr,G3→G3→RL,52,343,28,120,0.28846153846153844,0.31486880466472306
sig_rs_intact+sig_conso+sig_h1_dr,G3→L46 🕐,722,9930,297,1139,0.04293628808864266,0.027492447129909364
sig_rs_intact+sig_conso+sig_h1_dr,HighBase-15mDip,1790,5289,582,1003,0.021787709497206705,0.012289657780298733
sig_rs_intact+sig_conso+sig_h1_dr,L34camp→REV,10,209,9,159,0.2,0.028708133971291867
sig_rs_intact+sig_conso+sig_h1_dr,L43-TRIPLE,76,858,36,305,0.14473684210526316,0.06643356643356643
sig_rs_intact+sig_conso+sig_h1_dr,NS→SC,2,317,1,184,1.0,0.07255520504731862
sig_rs_intact+sig_conso+sig_h1_dr,P55,1134,15422,446,1255,0.05555555555555555,0.006743613020360524
sig_rs_intact+sig_conso+sig_h1_dr,Parabola,3081,46221,757,1276,0.011684518013631937,0.004543389368468878
sig_rs_intact+sig_conso+sig_h1_dr,QZ-Capit,715,6042,373,1090,0.016783216783216783,0.015557762330354188
sig_rs_intact+sig_conso+sig_h1_dr,QZ-Capit-Rev,3326,32957,773,1257,0.014732411304870716,0.010650241223412325
sig_rs_intact+sig_conso+sig_h1_dr,RTB-Base,1405,18451,414,1249,0.04412811387900356,0.0087258143190071
sig_rs_intact+sig_conso+sig_h1_dr,Spring,46,1231,37,593,0.06521739130434782,0.012185215272136474
sig_rs_intact+sig_conso+sig_h1_dr,T1-CapBounce,11,134,10,111,0.18181818181818182,0.029850746268656716
sig_rs_intact+sig_conso+sig_h1_dr,Washout,619,13464,243,1177,0.03877221324717286,0.0196078431372549
sig_rs_intact+sig_conso+sig_h1_dr,Z-Absorb-Turn,1,32,1,30,1.0,0.0625
sig_rs_intact+sig_conso+sig_h1_dr,Z11-T11,31,304,18,152,0.25806451612903225,0.06907894736842106
sig_rs_intact+sig_conso+sig_h1_dr,ZRT,93,2076,76,645,0.06451612903225806,0.025048169556840076
sig_rs_intact+sig_conso+sig_h1_dr,ZRT🟢,2,10,2,9,0.5,0.2
sig_rs_intact+sig_conso+sig_h1_dr,Zone-Retest,6974,57806,963,1283,0.009033553197591053,0.008493927965955092
sig_rs_intact+sig_conso+sig_h1_dr,coil_floor,108,285,81,156,0.08333333333333333,0.03859649122807018
sig_rs_intact+sig_conso+sig_h1_dr,engulf_absorb_rev,1,2,1,2,1.0,0.5
sig_rs_intact+sig_conso+sig_h1_dr,ppr×NS,170,1535,126,595,0.052941176470588235,0.021498371335504887
sig_rs_intact+sig_conso+sig_h1_dr,🌀Engulf-AbsRev,370,1570,232,614,0.024324324324324326,0.015286624203821656
sig_rs_intact+sig_conso+sig_h1_dr,🌉Z1G→T4,3,72,3,34,0.3333333333333333,0.2777777777777778
sig_rs_intact+sig_conso+sig_h1_dr,🎬StopVol-Confirm,358,855,248,460,0.0223463687150838,0.01871345029239766
sig_rs_intact+sig_conso+sig_h1_dr,🎯Cluster,41,578,40,315,0.04878048780487805,0.025951557093425604
sig_rs_intact+sig_conso+sig_h1_dr,🎯Confluence≥3,55,1584,46,630,0.05454545454545454,0.030934343434343436
sig_rs_intact+sig_conso+sig_h1_dr,🎯Confluence≥4,6,163,6,124,0.16666666666666666,0.09202453987730061
sig_rs_intact+sig_conso+sig_h1_dr,🎯T1-RS-Dip,214,491,138,250,0.06074766355140187,0.034623217922606926
sig_rs_intact+sig_conso+sig_h1_dr,🎯T3-RS-Dip,636,733,308,345,0.03459119496855346,0.021828103683492497
sig_rs_intact+sig_conso+sig_h1_dr,🏆L34→L34,2,224,2,168,0.5,0.022321428571428572
sig_rs_intact+sig_conso+sig_h1_dr,👑Z1G-CROWN,18,378,8,147,0.5,0.40476190476190477
sig_rs_intact+sig_conso+sig_h1_dr,📐RSI-Div,13,871,12,354,0.15384615384615385,0.03788748564867968
sig_rs_intact+sig_conso+sig_h1_dr,🔄DualReclaim,224,586,129,261,0.044642857142857144,0.02901023890784983
sig_rs_intact+sig_conso+sig_h1_dr,🔄DualReclaim deep,35,96,30,69,0.05714285714285714,0.0625
sig_rs_intact+sig_conso+sig_h1_dr,🧊Coil-Floor,2221,2997,638,749,0.01620891490319676,0.020353687020353686
sig_rs_intact+sig_conso+sig_h1_dr,🧺SEQ-20,4,267,4,173,0.25,0.04119850187265917
sig_rs_intact+sig_conso+sig_h1_dr,🪨T1G-NB,21,237,19,181,0.14285714285714285,0.02531645569620253
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,Atomic,905,21370,327,1209,0.028729281767955802,0.01357042583060365
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,Atomic-R,8,142,7,82,0.25,0.07042253521126761
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,D+L1,127,2893,96,803,0.07874015748031496,0.01935706878672658
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,Engulf-Abs,20,590,20,257,0.05,0.1847457627118644
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,FailedBear-Turn,12,167,11,124,0.16666666666666666,0.04790419161676647
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,G3+RL,43,771,31,255,0.06976744186046512,0.06355382619974059
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,G3-Abs,5,196,4,130,0.4,0.05612244897959184
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,G3-gap,423,6697,144,1008,0.08983451536643026,0.030610721218456025
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,G3→G3,185,5142,83,994,0.16756756756756758,0.033644496304939715
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,G3→G3→RL,30,365,13,126,0.4666666666666667,0.29863013698630136
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,G3→L46 🕐,313,10339,177,1146,0.04472843450479233,0.026404874746106973
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,HighBase-15mDip,735,6344,366,1042,0.0326530612244898,0.010403530895334174
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,L34camp→REV,5,214,4,161,0.4,0.028037383177570093
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,L43-TRIPLE,70,864,34,305,0.17142857142857143,0.06712962962962964
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,ND→SC→L46 🕐,2,146,2,83,0.5,0.1506849315068493
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,NS→SC,3,316,2,183,0.6666666666666666,0.07278481012658228
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,P55,493,16063,288,1263,0.02434077079107505,0.006474506630143808
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,Parabola,1243,48059,487,1279,0.0249396621078037,0.00434882124055848
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,QZ-Capit,414,6343,251,1093,0.021739130434782608,0.01481948604761154
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,QZ-Capit-Rev,1709,34574,579,1257,0.016383850204798128,0.011077688436397292
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,RTB-Base,655,19201,303,1250,0.03206106870229008,0.008384979948960992
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,Spring,35,1242,25,598,0.14285714285714285,0.012077294685990338
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,T1-CapBounce,7,138,7,115,0.14285714285714285,0.028985507246376812
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,Washout,574,13509,240,1179,0.04006968641114982,0.019986675549633577
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,Z-Absorb-Turn,1,32,1,30,1.0,0.0625
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,Z11-T11,16,319,11,159,0.375,0.08150470219435736
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,ZRT,56,2113,44,646,0.08928571428571429,0.025082820634169428
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,ZRT🟢,2,10,2,9,0.5,0.2
sig_rs_intact+sig_lead_in_lag+sig_h1_dr,Zone-Retest,3898,60882,789,1284,0.013853258081067214,0.008344009723727867
